appid,name,type,is_free,short_description,detailed_description,developers,publishers,price,genres,categories,release_date,platforms,metacritic_score,recommendations
8900,Freedom Force Demo,demo,True,,,Irrational Games,2K,Free,"RPG, Strategy","Single-player, Multi-player, Game demo","May 29, 2009","{'windows': True, 'mac': False, 'linux': False}",90.0,
8910,Freedom Force vs. the Third Reich Demo,demo,True,,,Irrational Games,2K,Free,"RPG, Strategy","Single-player, Multi-player, Game demo","May 29, 2009","{'windows': True, 'mac': False, 'linux': False}",,
8930,Sid Meier's Civilization® V,game,False,"Create, discover, and download new player-created maps, scenarios, interfaces, and more!","The Flagship Turn-Based Strategy Game Returns<br><br>Become Ruler of the World by establishing and leading a civilization from the dawn of man into the space age: Wage war, conduct diplomacy, discover new technologies, go head-to-head with some of history’s greatest leaders and build the most powerful empire the world has ever known.<br><br><ul class=""bb_ul""><li><strong>INVITING PRESENTATION:</strong> Jump right in and play at your own pace with an intuitive interface that eases new players into the game. Veterans will appreciate the depth, detail and control that are highlights of the series.<br></li><li><strong>BELIEVABLE WORLD:</strong> Ultra realistic graphics showcase lush landscapes for you to explore, battle over and claim as your own. <br></li><li><strong>COMMUNITY &amp; MULTIPLAYER:</strong> Compete with players all over the world or locally in LAN matches, mod* the game in unprecedented ways, and install mods directly from an in-game community hub without ever leaving the game. <br></li><li><strong>WIDE SYSTEM COMPATIBILITY:</strong> Civilization V operates on many different systems, from high end desktops to many laptops. <br></li><li><strong>ALL NEW FEATURES:</strong> A new hex-based gameplay grid opens up exciting new combat and build strategies. City States become a new resource in your diplomatic battleground. An improved diplomacy system allows you to negotiate with fully interactive leaders. </li></ul><br>*Modding SDK available as a free download.<br>    <br><strong>Note:</strong> The Mac and Linux + SteamOS versions of Sid Meier's Civilization V are available in English, French, Italian, German and Spanish only.","Firaxis Games, Aspyr (Mac), Aspyr (Linux)","2K, Aspyr (Mac), Aspyr (Linux)",$29.99,Strategy,"Single-player, Multi-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on Tablet, Family Sharing","Sep 21, 2010","{'windows': True, 'mac': True, 'linux': True}",90.0,124656.0
8970,Axel & Pixel,game,False,"Axel and Pixel are trapped in a beautiful but dangerous dream world. If they plan to get out they must solve its mysteries. Drawn by hand and rendered in full high-definition, Axel &amp; Pixel is a unique journey through an artist's dream.","Axel and Pixel are trapped in a beautiful but dangerous dream world. If they plan to get out they must solve its mysteries.  Drawn by hand and rendered in full high-definition, Axel &amp; Pixel is a unique journey through an artist's dream. Axel and Pixel features 24 stunning chapters set in 4 different seasons, 3 vehicle minigames and many challenging puzzles.<br>											<br>											<strong>Key Features</strong><br>											One day Axel, a painter, and his dog Pixel awaken trapped in a beautiful but perilous dream world of his own creation.  They must solve the mysteries of Axel's landscapes to get home.  Guide the duo through this awe-inspiring world to help Axel fulfill his greatest wish – to paint a picture of all four seasons in a single day. Unlock the full game for 24 stunning chapters in different seasons, vehicle mini-games, many challenging puzzles and hand-drawn art rendered in full high-definition, Axel &amp; Pixel is a unique journey through an artist's dream.",Silver Wish Games,2K,$4.99,Indie,"Single-player, Steam Achievements, Family Sharing","Oct 6, 2010","{'windows': True, 'mac': False, 'linux': False}",,
8980,Borderlands Game of the Year,game,False,"Get ready for the mind blowing insanity! Play as one of four trigger-happy mercenaries and take out everything that stands in your way! With its addictive action, frantic first-person shooter combat, massive arsenal of weaponry, RPG elements and four-player co-op, Borderlands is a breakthrough experience that challenges all the...","Lock, Load, &amp; Face the Madness<br>Get ready for the mind blowing insanity!  Play as one of four trigger-happy mercenaries and take out everything that stands in your way!<br>With its addictive action, frantic first-person shooter combat, massive arsenal of weaponry, RPG elements and four-player co-op*, Borderlands is a breakthrough experience that challenges all the conventions of modern shooters. Borderlands places you in the role of a mercenary on the lawless and desolate planet of Pandora, hell-bent on finding a legendary stockpile of powerful alien technology known as The Vault.<br><ul class=""bb_ul""><li><strong>Role Playing Shooter (RPS)</strong> - Combines frantic first-person shooting action with accessible role-playing character progression<br></li><li><strong>Co-Op Frenzy</strong> - Fly solo in single player or drop in and out with up to 4 Player Co-Op online for a maniacal multiplayer experience<br></li><li><strong>Bazillions of Guns</strong> - Gun lust fulfilled with rocket-launching shotguns, enemy-torching revolvers, SMGs that fire lightning rounds, and tons more<br></li><li><strong>Radical Art Style</strong> - New visual style combines traditional rendering techniques with hand-drawn textures to create a unique and eye-catching spin on the First Person genre<br></li><li><strong>Intense Vehicular Combat</strong> - Get behind the wheel and engage in intense vehicle-to-vehicle combat</li></ul><h2 class=""bb_tag"">PLUS: </h2><strong>THE ZOMBIE ISLAND OF DOCTOR NED:</strong> Enter the corporate owned small town known as Jakobs Cove and put an end to the rumors of the walking “undead.” New areas, new missions, new enemies, Oh My!<br><br><strong>MAD MOXXI’S UNDERDOME RIOT:</strong> Celebrate the grand opening of Marcus Bank by taking on hundreds of foes in the only competitive arena around where you’re coming back famous... or not at all.<br><br><strong>THE SECRET ARMORY OF GENERAL KNOXX:</strong> Want more of the Borderlands story and more loot than you could possibly figure out what to do with? Add new guns, missions, vehicles and more!<br><br><strong>CLAPTRAP’S NEW ROBOT REVOLUTION:</strong> This destructive adventure invites you to battle a vicious new threat, a massive uprising of your former friends: the claptraps.",Gearbox Software,2K,$29.99,"Action, RPG","Single-player, Multi-player, Co-op, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing","Aug 31, 2023","{'windows': True, 'mac': False, 'linux': False}",81.0,20737.0
8990,Borderlands: The Zombie Island of Dr. Ned,dlc,False,"The Zombie Island of Dr. Ned is the first Add-On for Borderlands with new enemy types, new missions, and new ... surprises. The Jakobs Corporation would like to invite you to experience the splendor of a corporate owned small town known as Jakobs Cove.","The Zombie Island of Dr. Ned is the first Add-On for Borderlands with new enemy types, new missions, and new ... surprises.<br>					The Jakobs Corporation would like to invite you to experience the splendor of a corporate owned small town known as Jakobs Cove.  Any rumors you may have heard about the &quot;undead&quot; walking our streets are completely preposterous and we officially deny them all.  If those rumors turn out to be true simply purchase a firearm from the conveniently located Jakobs Brand Vending Machines and aim for the head.  Also, would you mind saving our employees?  (Non-union only please)<br>					<ul class=""bb_ul""><li>5 New Areas to Explore<br>					</li><li>Dozens of New Missions<br>					</li><li>New Enemies to Eviscerate<br>					</li></ul><br>Multiplayer options may have changed, please see the main title for more information",Gearbox Software,2K,$29.99,"Action, RPG","Single-player, Multi-player, Co-op, Downloadable Content, Steam Achievements, Steam Cloud, Family Sharing","Dec 8, 2009","{'windows': True, 'mac': False, 'linux': False}",84.0,429.0
9010,Return to Castle Wolfenstein,game,False,"World War II rages and nations fall. The Nazis are twisting science and the occult into an army capable of annihilating the Allies once and for all. As US Army Ranger William “B.J.” Blazkowicz, pierce the black heart of the Third Reich and stop them...or die trying.","Originally released in 2001, Return to Castle Wolfenstein is an action/horror first-person shooter, and reboot of the Wolfenstein series. Powered by the Quake III Arena engine, it features a single-player campaign and team-based online multiplayer.<h2 class=""bb_tag"">Story </h2><br>World War II rages and nations fall. Himmler’s German SS Paranormal Division has Hitler's full backing to twist science and the occult into an army capable of annihilating the Allies once and for all. As US Army Ranger William “B.J.” Blazkowicz, you're on a solo mission to pierce the black heart of the Third Reich and stop Himmler...or die trying.<h2 class=""bb_tag"">Features </h2><br><ul class=""bb_ul""><li> Experience a blend of action and horror in the single-player campaign. <br></li><li> Wield a combination of classic WW2 and fictional, sci-fi-inspired weapons. <br></li><li> Fight against Nazis, the undead, and experimental mutant soldiers. <br></li><li> Compete as Axis or Allies online, objective-focused and team-based multiplayer. </li></ul>",Gray Matter Studios,Bethesda Softworks,$4.99,Action,"Single-player, Multi-player, Steam Cloud, Family Sharing","Aug 3, 2007","{'windows': True, 'mac': False, 'linux': False}",88.0,7304.0
9050,DOOM 3,game,False,"A massive demonic invasion has overwhelmed the Union Aerospace Corporation's (UAC) Mars Research Facility, leaving only chaos and horror in its wake. As one of only a few survivors, you must fight your way to hell and back against a horde of evil monsters.","A massive demonic invasion has overwhelmed the Union Aerospace Corporation's (UAC) Mars Research Facility, leaving only chaos and horror in its wake. As one of only a few survivors, you must fight your way to hell and back against a horde of evil monsters. The path is dark and dangerous, but you'll have an array of weapons--including a pistol, a chainsaw, grenades, and more--to use for protection.",id Software,id Software,Free,Action,"Single-player, Multi-player, Steam Cloud, Family Sharing","Aug 3, 2007","{'windows': True, 'mac': False, 'linux': False}",87.0,6846.0
9060,HeXen II,game,False,"The Four Horsemen of the Apocalypse lurk in the shadows before you. They are Death, Pestilence, Famine, and War. They are the root of all that is evil, but the least of your worries. The last of the three Serpent Riders yet lives.","Hexen II is a dark fantasy first-person shooter and RPG developed by Raven Software and published by id Software in 1997. It is the third game in the Heretic/Hexen series and the epic conclusion to the Serpent Riders trilogy.<h2 class=""bb_tag"">Story </h2><br>The Four Horsemen of the Apocalypse lurk in the shadows before you. They are Death, Pestilence, Famine, and War. They are the root of all that is evil, but the least of your worries. The last of the three Serpent Riders, Eidolon, yet lives. <br><br>As the spellcasting Necromancer, the stealthy Assassin, the defensive Crusader, or the offensive Paladin, you must defeat the dark generals and their Hell-spawned legions before you can face the archfiend Eidolon and attempt to end his ravenous onslaught. Go in peace and you will surely die.<h2 class=""bb_tag"">Features </h2><br><ul class=""bb_ul""><li> Choose from four classes: Paladin, Crusader, Assassin, and Necromancer. <br></li><li> Experience the Quake Engine's true, polygon-based modeling for the most realistic, detailed environments ever seen by 1997. <br></li><li> Possess distinct spells, powers and 32 new weapons. <br></li><li> Earn experience and gain levels to get more hit points and unlock abilities such as increased speed, firepower, and jump distance.  <br></li><li> Fight your way through four demon-infested worlds with unique themes: Medieval European, Ancient Egyptian, Mesoamerican, and Greco-Roman. <br></li><li> Come face-to-face with evil Knight Archers, Fire Imps, Were-Jaguars, Skull Wizards, and more. <br></li><li> Play cooperatively with friends or fight them in a bloody deathmatch. Supports up to 16 players via LAN and online. </li></ul>",Raven Software,id Software,$4.99,Action,"Single-player, Multi-player, Co-op, LAN Co-op, Steam Cloud, Family Sharing","Aug 3, 2007","{'windows': True, 'mac': False, 'linux': False}",,522.0
9120,Hexen II Demo,demo,True,,,id Software,,Free,Action,"Single-player, Game demo","Aug 3, 2007","{'windows': True, 'mac': False, 'linux': False}",,
9180,Commander Keen,game,False,"Commander Keen: Invasion of the Vorticons: Episode 1: Marooned on Mars (Dec. 14th 1990) Episode 2: The Earth Explodes (1991) Episode 3: Keen Must Die! (1991) Commander Keen's very first adventure, and the debut of id's groundbreaking side-scrolling technology.","<strong>Commander Keen: Invasion of the Vorticons:</strong> <br>					<ul class=""bb_ul"">					<li>Episode 1: Marooned on Mars (Dec. 14th 1990)<br>					</li><li>Episode 2: The Earth Explodes (1991)<br>					</li><li>Episode 3: Keen Must Die! (1991)</li></ul>					Commander Keen's very first adventure, and the debut of id's groundbreaking side-scrolling technology. In the game you play the role of Commander Keen: the alter-ego of an eight year-old genius by the name of Billy Blaze. When Billy learns that the Earth is in danger, he dons his brother's football helmet and his homemade interstellar spaceship to become Commander Keen -- Defender of the Earth!<br>					<br>					<strong>Commander Keen in Goodbye Galaxy!:</strong> <br>					<ul class=""bb_ul"">					<li>Episode 4: Secret of the Oracle (1991)<br>					</li><li>Episode 5: The Armageddon Machine (1991)</li></ul>					You are eight-year-old Billy Blaze, boy genius to your neighborhood. Commander Keen to the rest of the universe. It's time to grab your trusty pogo stick and neural stunner, climb into the cockpit of your homemade Megarocket and blast off for the Shadowlands. To prevent the obliteration of life as we know it, you'll have to battle your way past deadly hazards and devious creatures, or end up as space toast.",id Software,id Software,$4.99,Action,"Single-player, Steam Cloud, Family Sharing","Aug 3, 2007","{'windows': True, 'mac': False, 'linux': False}",,1399.0
9200,RAGE,game,False,"Powered by id’s revolutionary id Tech® 5 technology, RAGE is an intense first-person shooter with breakneck vehicle combat, an expansive world to explore, and jaw-dropping graphics!","RAGE is a groundbreaking first-person shooter set in the not-too-distant future after an asteroid impacts Earth, leaving a ravaged world behind. You emerge into this vast wasteland to discover humanity working to rebuild itself against such forces as bandit gangs, mutants, and the Authority – an oppressive government regime that has a special interest in you in particular. Featuring intense first-person shooter action, breakneck vehicle combat, an expansive world to explore and jaw-dropping graphics powered by id’s revolutionary id Tech® 5 technology, RAGE promises an experience like no other.<br>					Fearing a planet-wide extinction from a massive asteroid headed towards Earth, world leaders are faced with the inexorable task of ensuring human survival. Left with few alternatives, life-sustaining pods filled with select people are buried deep beneath the earth’s surface. You are one of the chosen members of these modern day arks and abruptly enter the RAGE universe after surfacing alone. Leaving you to your own devices to stay alive in a world filled with those who prefer you dead, RAGE combines powerful storytelling with heart-pounding action.<br>					<h2 class=""bb_tag"">Key Features:</h2>					<ul class=""bb_ul""><li><strong>Visceral 1st-person gunplay and exploration</strong> – Take on bandit gangs and hordes of mutants using an arsenal of exotic weapons and special items, such as Wingsticks, personal turrets, sentry bots, and remote-controlled bomb cars.<br>					</li><li><strong>Frenetic 3rd-person vehicular mayhem</strong> – Burn rubber across the wasteland in your very own super buggy! Upgrade and customize your car with special parts, paint jobs and weapons, then test your skills as you battle four-wheeling bandit clans and participate in deadly races.<br>					</li><li><strong>An expansive experience</strong> – Beyond the first-person action and vehicle combat, RAGE offers a world open to explore, with unique characters, side quests, and a compelling storyline.<br>					</li><li><strong>Graphics that have to be seen to be believed</strong> – Powered by id’s cutting-edge new id Tech® 5 engine, new Megatexture technology brings the vast wasteland to life in never-before- possible detail with action running at an astounding 60 frames per second.<br>					</li><li><strong>Three ways to play for non-stop action</strong> - Immerse yourself in a rich single-player story, exclusive co-op modes, or intense on-line car combat.<br>					</li></ul>",id Software,Bethesda Softworks,$9.99,Action,"Single-player, Multi-player, Co-op, Steam Achievements, Partial Controller Support, Family Sharing","Oct 3, 2011","{'windows': True, 'mac': False, 'linux': False}",79.0,11749.0
9219,RAGE,game,False,"Powered by id’s revolutionary id Tech® 5 technology, RAGE is an intense first-person shooter with breakneck vehicle combat, an expansive world to explore, and jaw-dropping graphics!","RAGE is a groundbreaking first-person shooter set in the not-too-distant future after an asteroid impacts Earth, leaving a ravaged world behind. You emerge into this vast wasteland to discover humanity working to rebuild itself against such forces as bandit gangs, mutants, and the Authority – an oppressive government regime that has a special interest in you in particular. Featuring intense first-person shooter action, breakneck vehicle combat, an expansive world to explore and jaw-dropping graphics powered by id’s revolutionary id Tech® 5 technology, RAGE promises an experience like no other.<br>					Fearing a planet-wide extinction from a massive asteroid headed towards Earth, world leaders are faced with the inexorable task of ensuring human survival. Left with few alternatives, life-sustaining pods filled with select people are buried deep beneath the earth’s surface. You are one of the chosen members of these modern day arks and abruptly enter the RAGE universe after surfacing alone. Leaving you to your own devices to stay alive in a world filled with those who prefer you dead, RAGE combines powerful storytelling with heart-pounding action.<br>					<h2 class=""bb_tag"">Key Features:</h2>					<ul class=""bb_ul""><li><strong>Visceral 1st-person gunplay and exploration</strong> – Take on bandit gangs and hordes of mutants using an arsenal of exotic weapons and special items, such as Wingsticks, personal turrets, sentry bots, and remote-controlled bomb cars.<br>					</li><li><strong>Frenetic 3rd-person vehicular mayhem</strong> – Burn rubber across the wasteland in your very own super buggy! Upgrade and customize your car with special parts, paint jobs and weapons, then test your skills as you battle four-wheeling bandit clans and participate in deadly races.<br>					</li><li><strong>An expansive experience</strong> – Beyond the first-person action and vehicle combat, RAGE offers a world open to explore, with unique characters, side quests, and a compelling storyline.<br>					</li><li><strong>Graphics that have to be seen to be believed</strong> – Powered by id’s cutting-edge new id Tech® 5 engine, new Megatexture technology brings the vast wasteland to life in never-before- possible detail with action running at an astounding 60 frames per second.<br>					</li><li><strong>Three ways to play for non-stop action</strong> - Immerse yourself in a rich single-player story, exclusive co-op modes, or intense on-line car combat.<br>					</li></ul>",id Software,Bethesda Softworks,$9.99,Action,"Single-player, Multi-player, Co-op, Steam Achievements, Partial Controller Support, Family Sharing","Oct 3, 2011","{'windows': True, 'mac': False, 'linux': False}",79.0,11749.0
9300,Company of Heroes Singleplayer Demo,demo,True,,,Relic Entertainment,,Free,"Action, Strategy","Single-player, Game demo","Jul 17, 2007","{'windows': True, 'mac': False, 'linux': False}",93.0,
9310,"Warhammer® 40,000: Dawn of War® – Winter Assault",game,False,"This expansion adds all-new units and strategies to the exciting gameplay offered by Dawn of War. The Imperial Guard brings new weaponry, including heavy armor, new troop units as well as defensive and ranged tactics overwhelming numbers. Coupled with new abilities, this fighting force is as lethal as they come.","This expansion adds all-new units and strategies to the exciting gameplay offered by Dawn of War. The Imperial Guard brings new weaponry, including heavy armor, new troop units as well as defensive and ranged tactics overwhelming numbers. Coupled with new abilities, this fighting force is as lethal as they come. <br><br><ul class=""bb_ul""><li><strong>Single-Player Campaign</strong><br>Winter Assault offers two choices: the Order Campaign and the Disorder Campaign. The Order Campaign puts you in control of the Eldar and the Imperial Guard in their epic struggle to protect the Imperium of Man. In the Disorder Campaign, play as the Orks and Chaos Space Marines in their efforts to crush any resistance to their chaotic way.<br><br></li><li><strong>Revel in new and improved gameplay features</strong><br>A new tech tree, 100’s of new animations and endless new strategies will greatly intensify your Dawn of War experience.<br><br></li><li><strong>Direct your troops in all out war</strong><br>Command them across harsh new winter battlegrounds with enhanced urban terrain and additional interactive object and structures.<br><br></li><li><strong>Improved multiplayer</strong><br>20 new maps and advanced online features including observer mode, arranged team play and improved auto match push Dawn of War multiplayer to the next level.<br><br></li><li><strong>Hone your multiplayer skills </strong><br>The new skirmish option allows you to practice combat techniques against computer-controlled opponents on a multiplayer map.<br><br></li><li><strong>Imperial Guard</strong><br>Since the beginning of the Imperium of Man, the Imperial Guard has stood as its pillars of protection. With billions of men from more than a million different worlds, they are the largest and most diverse fighting force in the galaxy.</li></ul>",Relic Entertainment,SEGA,Free,Strategy,"Single-player, Multi-player, Family Sharing","Aug 7, 2007","{'windows': True, 'mac': False, 'linux': False}",,1845.0
9340,Company of Heroes: Opposing Fronts,game,False,"The next chapter in the #1 rated RTS franchise thrusts players into a hellish war torn landscape to command two battle-hardened armies in relentless campaigns for honor and country. Players lead the tenacious British 2nd Army during the heroic World War II liberation of Caen, France, and command the German Panzer Elite as they struggle...","The next chapter in the #1 rated RTS franchise thrusts players into a hellish war torn landscape to command two battle-hardened armies in relentless campaigns for honor and country. Players lead the tenacious British 2nd Army during the heroic World War II liberation of Caen, France, and command the German Panzer Elite as they struggle to repel the largest airborne invasion in history.<br><br>					<ul class=""bb_ul""><li><strong>Two New Armies:</strong> Play as the British 2nd Army or German Panzer Elite, each with devastating command trees options and unit upgrades.<br>					</li><li><strong>Two Full Campaigns:</strong> Command the British 2nd Army to liberate the key strategic position of Caen, France. Control the German Panzer Elite to repel the Allied airborne invasion in Operation Market Garden.<br>					</li><li><strong>Real War, Real Battlefields, Real War Enhanced:</strong> Mission Persistence, Dynamic Weather Effects, Enhanced Vehicle Tactics and more deliver a new level of realism and all new battlefield tactics.<br>					</li><li><strong>All new Multiplayer Options:</strong> Combine Company of Heroes™: Opposing Fronts™ with the original Company of Heroes for a total of four playable armies online. Join British artillery with American armor to dominate the 3rd Reich or utilize Wehrmacht and Panzer Elite blitzkrieg tactics to annihilate the Allied invasion.<br>					</li><li><strong>DirectX® 10 Support </strong>provides the most realistic RTS experience available with enhanced lighting and incredible terrain detail.</li></ul>",Relic Entertainment,SEGA,$3.99,"Action, Strategy","Single-player, Multi-player, Steam Cloud, Family Sharing","Sep 24, 2007","{'windows': True, 'mac': False, 'linux': False}",87.0,764.0
9350,Supreme Commander,game,False,"For a thousand years, three opposing forces have waged war for what they believe is true. There can be no room for compromise: their way is the only way. Dubbed The Infinite War, this devastating conflict has taken its toll on a once-peaceful galaxy and has only served to deepen the hatred between the factions.","For a thousand years, three opposing forces have waged war for what they believe is true. There can be no room for compromise: their way is the only way. Dubbed The Infinite War, this devastating conflict has taken its toll on a once-peaceful galaxy and has only served to deepen the hatred between the factions. After centuries of struggle, the battle for supremacy has at last reached a turning point. Under your strategic command and leadership, will your faction reign supreme? Will you be victorious and elevate your race to domination? Or will you lead them into the hell of defeat and ultimate extinction?",Gas Powered Games,Square Enix,$12.99,Strategy,"Single-player, Multi-player, Family Sharing","Sep 28, 2011","{'windows': True, 'mac': False, 'linux': False}",86.0,2160.0
9400,Juiced 2: Hot Import Nights,advertising,False,"Juiced 2: Hot Import Nights (HIN) evolves the current street racing scene, letting players experience the culture of the real-life HIN tour, the nation's largest lifestyle custom car show in an intense racing experience.","<p>Juiced 2: Hot Import Nights (HIN) evolves the current street racing scene, letting players experience the culture of the real-life HIN tour, the nation's largest lifestyle custom car show in an intense racing experience. Featuring track and drift racing at real-world locations around the globe, next-gen AI and unparalleled vehicle customization, Juiced 2: HIN brings street racing to life, allowing players to test their skills at live street racing events against a back-drop of DJs, models and musicians. </p>
					<p>Groundbreaking new features include addictive drift/powersliding races and ""Driver DNA"" that tracks gamers' personal driving traits. These profiles, along with the profiles of select celebrities will be available for download across all online gaming systems. </p>
					<p>Racing developer Juice Games has evolved the game-play that revolutionized online racing, giving players the power to create their car, assemble their crew and put it all on the line in intense pink slip and crew races. Gamers will also be able to bet cash on each event, bringing a gambling element to the game that greatly increases the importance of each race.</p>
					<ul>
					<li><strong>Real-Life HIN Racing Experience</strong> - combines an intense, addictive racing experience with the culture of the real-life HIN tour, the nation's largest lifestyle custom car show.</li>
					<li><strong>Drift/powersliding races</strong> - Perfect your skills in multi-car drifting races.</li>
					<li><strong>Driver DNA</strong> - Tracks each individual player's driving habits, creating a profile that can be downloaded off all online gaming services.</li>
					<li><strong>Celebrity Driver DNA</strong> - Download celebrity DNA and test your star power skills.</li>
					<li><strong>In-game gambling</strong> - Watch and bet on live races with others.</li>
					<li><strong>Unmatched Customization</strong> - Be who you want to be - With 90 digitally scanned cars and over 250 aftermarket mods and numerous combinations of character features, players can treat themselves to the ultimate car and driver customization.</li>
					<li><strong>Online Pink Slip and Crew Racing</strong> - Tap into your inner risk-taker by challenging other players for their cars and putting yours on the line. Dominate the rest of the competition by racing online with friends you hand-pick for your crew.</li></ul>",Juice Games,THQ,Free,Racing,"Single-player, Multi-player, Family Sharing","Dec 13, 2007","{'windows': True, 'mac': False, 'linux': False}",61.0,
9420,Supreme Commander: Forged Alliance,game,False,"The last days of man are at hand.. Two years after the Infinite War the once great warring nations now lie in ruins, and humanity’s hope for a brighter future is nothing but a bitter memory. A new, seemingly unstoppable enemy, supported by the zealots of The Order, now seeks to eradicate mankind: UEF, Aeon Loyalist, and Cybran alike.","The last days of man are at hand.. Two years after the Infinite War the once great warring nations now lie in ruins, and humanity’s hope for a brighter future is nothing but a bitter memory. A new, seemingly unstoppable enemy, supported by the zealots of The Order, now seeks to eradicate mankind: UEF, Aeon Loyalist, and Cybran alike. With their backs against the wall and staring into the abyss, the tattered remnants of Humanity’s forces must put aside old hatreds and band together as they prepare to make one last desperate stand. One last chance. An alliance forged in blood, steel and hope, they turn to face the dark.<br>					<h2 class=""bb_tag"">Key Features:</h2>					<ul class=""bb_ul""><li>New Playable Faction: A completely new playable faction will be available in multiplayer games and serve as the main threat during the new single-player campaign. This new threat is a cunning and devious race with advanced technology and are true masters of quantum technology. New weapons, new strategies, new conquests! <br>					</li><li>New Units: 110 new land, sea, air, base and experimental units evolve armies to address strategic weakness or become the ultimate expressions of factional military doctrine. <br>					</li><li>Warfare on an Epic Scale: Fully realized navies, orbital weaponry and advanced counter intelligence technologies give commanders unprecedented, deadly new capabilities in what is already the most strategic RTS on the market today. <br>					</li><li>New Multiplayer Maps: New multiplayer battlefields provide new grounds for players to prove their supremacy. <br>					</li><li>New Single Player Campaign: Play through a brand new single player campaign as you gather your forces to save mankind from extinction. <br>					</li></ul>",Gas Powered Games,Square Enix,$12.99,Strategy,"Single-player, Multi-player, Family Sharing","Sep 28, 2011","{'windows': True, 'mac': False, 'linux': False}",81.0,9289.0
9440,"Warhammer® 40,000: Dawn of War® - Soulstorm Demo",demo,True,"Take command of the Dark Eldar, one of two new factions in Warhammer 40,000: Dawn of War &#151; Soulstorm -- the expansion that can be played alone or combined with other Warhammer games to create the largest RTS ever.","Take command of the Dark Eldar, one of two new factions in Warhammer 40,000: Dawn of War &#151; Soulstorm -- the expansion that can be played alone or combined with other Warhammer games to create the largest RTS ever.",Relic Entertainment,,Free,Strategy,"Single-player, Multi-player, Game demo","Jan 23, 2008","{'windows': True, 'mac': False, 'linux': False}",,
9450,"Warhammer® 40,000: Dawn of War® - Soulstorm",game,False,"The third and final expansion to the genre-defining and critically-acclaimed RTS, Dawn of War. In Soulstorm, two new armies are introduced – Sisters of Battle and Dark Eldar - raising the total number of playable armies to nine.","The third and final expansion to the genre-defining and critically-acclaimed RTS, Dawn of War. In Soulstorm, two new armies are introduced – Sisters of Battle and Dark Eldar - raising the total number of playable armies to nine. The revolutionary meta-game that was first introduced in Dark Crusade is further expanded to an interplanetary scale, allowing players to battle across the star system. <br><br><ul class=""bb_ul""><li><strong>Sisters of Battle</strong><br>The Chamber Militant of the Emperor’s Holy Inquisition. Limited in numbers but incredibly powerful, the Sisters of Battle are second only to the Space Marines in terms of sheer fighting prowess. Ranging from the Sisters Repentia with their devastating ceremonial eviscerators to the awe-inspiring Penitent Engine, the Sisters of Battle are truly a force to be feared. <br><br></li><li><strong>Dark Eldar</strong><br>Twisted and corrupt cousins of the Eldar, these terrifying raiders from the furthest reaches of the Webway are feared and hated by all. Their incredible speed, reliance on close quarter combat and stunning and poisoning abilities allows them to quickly strike an enemy and be gone before reinforcements can arrive.<br><br></li><li><strong>Devastating air attacks</strong><br>Strategic warfare in the 41st Millennium reaches new heights as each army gains air units to rain death from the skies. <br><br></li><li><strong>Brutal domination</strong><br>Wage war across the entire solar system as the metagame map introduced in Dark Crusade is expanded to an interplanetary scale. Liberate, enslave, or destroy entire worlds as you unleash your armies’ fury across the galaxy. Players must now strive to conquer an entire solar system with multiple planets and moons to be conquered. In total 34 maps are available to the player.  <br><br></li><li><strong>Enhanced customization </strong><br>Customize your hero’s weapons, items and abilities as he grows in power and personalize your army’s insignias, colors, banners and names. Earn and unlock achievements and medals to showcase your superiority online.</li></ul>",Relic Entertainment,SEGA,Free,Strategy,"Single-player, Multi-player, Steam Cloud, Family Sharing","Mar 5, 2008","{'windows': True, 'mac': False, 'linux': False}",,13056.0
9460,Frontlines™: Fuel of War™,game,False,"Frontlines™: Fuel of War™ is an open-world First Person Shooter set on the frontlines of tomorrow. In a world ravaged by a global energy crisis, environmental decay, and economic depression, players assume the role of an elite soldier in the Western Coalition Army on an epic crusade against the Red Star Alliance to control the last of...","Frontlines™: Fuel of War™ is an open-world First Person Shooter set on the frontlines of tomorrow. In a world ravaged by a global energy crisis, environmental decay, and economic depression, players assume the role of an elite soldier in the Western Coalition Army on an epic crusade against the Red Star Alliance to control the last of the world's oil reserves. Frontlines: Fuel of War combines cinematic, non-linear game play with next generation firepower and a revolutionary Frontline Combat System™ to deliver the most thrilling and intense FPS to date.<br>					<ul class=""bb_ul""><li><strong>Frontline Combat System</strong> - In both single player and multiplayer modes, join the forces on the frontline in focused, intense combat.<br>					</li><li><strong>Open World Environment</strong> - In both single player and multiplayer modes, create your own path to victory with non-linear mission objectives and destructible environments. Chip away at the battle instead of standard die and redo system.<br>					</li><li><strong>Next Generation Firepower</strong> - Over 60 next generation vehicles and weapons inspired by military designs of the near future including jets, helicopters, tanks, APCs and more.<br>					</li><li><strong>Customizable Soldier System</strong> - Character customization allows you to represent your play style through character choices, weapon load out and role specialization.<br>					</li><li><strong>Advanced Team Play</strong> - Supports up to 64 players on PC via LAN or Internet with shared targeting systems, squad based VOIP and more.</li></ul>",Kaos Studios,THQ Nordic,$19.99,Action,"Single-player, Multi-player, Co-op, Steam Cloud, Family Sharing","Feb 29, 2008","{'windows': True, 'mac': False, 'linux': False}",73.0,835.0
